source_commit,source_path,destination_path,source_sha256,destination_sha256,license,authorization,delta
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/CMakeLists.txt,src/common/CMakeLists.txt,e62e5bcba44d3f5909f9be0421be2f72c6a5d0db57e6f482260e84c02235d5b4,e62e5bcba44d3f5909f9be0421be2f72c6a5d0db57e6f482260e84c02235d5b4,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/MANIFEST.sha256,src/common/MANIFEST.sha256,9897f935497322baebc7fb056eb628f2c0b79a96420332f1bbd7435430d40d0f,9897f935497322baebc7fb056eb628f2c0b79a96420332f1bbd7435430d40d0f,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/README.md,src/common/README.md,7f999c3a0a5129a1ecfcb795ea2fae2de50748adc40ec42e68ea84ec2128ae37,7f999c3a0a5129a1ecfcb795ea2fae2de50748adc40ec42e68ea84ec2128ae37,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/machine/CMakeLists.txt,src/common/machine/CMakeLists.txt,432119df5736a24a6b454fefabb0ff5ea262ee19601b9b9eae03b8f4dade5875,432119df5736a24a6b454fefabb0ff5ea262ee19601b9b9eae03b8f4dade5875,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/machine/frame_interface.h,src/common/machine/frame_interface.h,7e5782168cdbd6ab9c8321596ec463f7aa075d2ab6f0fcbabcc514dd5c50d671,7e5782168cdbd6ab9c8321596ec463f7aa075d2ab6f0fcbabcc514dd5c50d671,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/machine/input_queue.c,src/common/machine/input_queue.c,075e03e085c3c025199258fef503dde6b01a7592c66703b6125f79e0ba01bf91,075e03e085c3c025199258fef503dde6b01a7592c66703b6125f79e0ba01bf91,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/machine/input_queue.h,src/common/machine/input_queue.h,f3b9e8420f8ce4dccab28f1386a6177d9cc32f433b12544e11873825e0f817a6,f3b9e8420f8ce4dccab28f1386a6177d9cc32f433b12544e11873825e0f817a6,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/machine/machine.c,src/common/machine/machine.c,327d91127e9810918e312b1ee6c9caec414b6e12e0fe89284213fac921696499,327d91127e9810918e312b1ee6c9caec414b6e12e0fe89284213fac921696499,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/machine/machine_interface.h,src/common/machine/machine_interface.h,a9922b05d65bf4b8c1cb732962b4f91ccc74ae9cbf05ddd86ec1ba0df3bdf4da,a9922b05d65bf4b8c1cb732962b4f91ccc74ae9cbf05ddd86ec1ba0df3bdf4da,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/CMakeLists.txt,src/common/session/CMakeLists.txt,3a110bcaece4dd6b813bbe62ba414830e85eb9c3fd77963be24ebb38ec8d63d7,3a110bcaece4dd6b813bbe62ba414830e85eb9c3fd77963be24ebb38ec8d63d7,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/control.c,src/common/session/control.c,469e0636cdecbf4a6716c00fc5a40aff409733aad01e96777768ee225d714215,469e0636cdecbf4a6716c00fc5a40aff409733aad01e96777768ee225d714215,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/control.h,src/common/session/control.h,acd4c40e69427754953ab5137b59fec23776ca23d03976fcfb6a78ab85e6347e,acd4c40e69427754953ab5137b59fec23776ca23d03976fcfb6a78ab85e6347e,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/control_state.c,src/common/session/control_state.c,3dc6b313021c609127df7462395483b05a39e89b80b50a0002be7f6b30162d83,3dc6b313021c609127df7462395483b05a39e89b80b50a0002be7f6b30162d83,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/control_state.h,src/common/session/control_state.h,059c2cf8436b9df92701eb7edb235e9b2d2cf448cd450794e00108357bda63ff,059c2cf8436b9df92701eb7edb235e9b2d2cf448cd450794e00108357bda63ff,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/presentation_plan.c,src/common/session/presentation_plan.c,3ec89d08c5c224a3e6ef09ded91ab3abb4a84e2b0af85c6564fde84518d1bb2f,3ec89d08c5c224a3e6ef09ded91ab3abb4a84e2b0af85c6564fde84518d1bb2f,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/presentation_plan.h,src/common/session/presentation_plan.h,1cbd787ce67baf538c2aafe26a8772ce68bafc03acd3c03a2851c4b6b41213db,1cbd787ce67baf538c2aafe26a8772ce68bafc03acd3c03a2851c4b6b41213db,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/session.c,src/common/session/session.c,7ca1c3711b1a346b384773100b48df05be26a5efdf94a74bd57ee558d4aec85e,7ca1c3711b1a346b384773100b48df05be26a5efdf94a74bd57ee558d4aec85e,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/session/session_interface.h,src/common/session/session_interface.h,b51a85e028a18ca6f76a7f48edda79ddabcf2d620075ddf3e7a1e1564e396ecf,b51a85e028a18ca6f76a7f48edda79ddabcf2d620075ddf3e7a1e1564e396ecf,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/ui/CMakeLists.txt,src/common/ui/CMakeLists.txt,000319bdc044bcd60b5e487d5525604728291b7ca2998276f02fd5fd3e556cd8,000319bdc044bcd60b5e487d5525604728291b7ca2998276f02fd5fd3e556cd8,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/ui/ui.c,src/common/ui/ui.c,6e10b4a53b36e4a7362f71c843bfd22a6cf829cb8bd9c8b3b90e7b99c03ef3e1,6e10b4a53b36e4a7362f71c843bfd22a6cf829cb8bd9c8b3b90e7b99c03ef3e1,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/ui/ui_interface.h,src/common/ui/ui_interface.h,89c9a28b9b15b7d08925af4b8b696dfe074f96915e4b3cf93e20b0f791f0106c,89c9a28b9b15b7d08925af4b8b696dfe074f96915e4b3cf93e20b0f791f0106c,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/verify_corpus.cmake,src/common/verify_corpus.cmake,4c5be4df251b9fde5c1ecb2f4bb0c32fb872bb1cb01abddd35a0404a55728b30,4c5be4df251b9fde5c1ecb2f4bb0c32fb872bb1cb01abddd35a0404a55728b30,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/common/verify_manifest.cmake,src/common/verify_manifest.cmake,5be5d85319e35d59b6427645fe4d766eb4d2b1a112cb073ba81609758e9c17fa,5be5d85319e35d59b6427645fe4d766eb4d2b1a112cb073ba81609758e9c17fa,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/CMakeLists.txt,src/lib/CMakeLists.txt,2fc7cb190fc8d97df68b963139c2d9fb7d7d06e9298925fe8ab739f056efce50,2fc7cb190fc8d97df68b963139c2d9fb7d7d06e9298925fe8ab739f056efce50,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/MANIFEST.sha256,src/lib/MANIFEST.sha256,0af9ee892620517d0fb0cd05ad53ee4fc9de61a32fa0ab868282eaea8335427a,0af9ee892620517d0fb0cd05ad53ee4fc9de61a32fa0ab868282eaea8335427a,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/README.md,src/lib/README.md,00ffbb3f602b9ff14f4002dd2f8a543743f447c9044148dec2ef141ffaa5dba0,00ffbb3f602b9ff14f4002dd2f8a543743f447c9044148dec2ef141ffaa5dba0,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/README.md,src/lib/base/README.md,f7fd3a239698fe4547b93d8ab2bd98a3b9f0ecbcfd04860a695d66c29b55a961,f7fd3a239698fe4547b93d8ab2bd98a3b9f0ecbcfd04860a695d66c29b55a961,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/clock.c,src/lib/base/clock.c,d676b2d515bd348e1f97ef9e68c42e37104d8bd6ccbaafd3c41279ed129c4342,d676b2d515bd348e1f97ef9e68c42e37104d8bd6ccbaafd3c41279ed129c4342,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/clock.h,src/lib/base/clock.h,25132e88a45adebfad5274f00f60d4cad27b0e46b8f97afbb4a9d5e0f8e4f39f,25132e88a45adebfad5274f00f60d4cad27b0e46b8f97afbb4a9d5e0f8e4f39f,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/clock_interface.h,src/lib/base/clock_interface.h,745f49bb6c99ddfe996a5760d3b3868d2de4f1da318c0eee1c49673adb2d9192,745f49bb6c99ddfe996a5760d3b3868d2de4f1da318c0eee1c49673adb2d9192,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/linux/clock.c,src/lib/base/linux/clock.c,9c897dec458cd64a6459157d561dc0e64d1befe34a64e50e4c85ea1b93cd3e8e,9c897dec458cd64a6459157d561dc0e64d1befe34a64e50e4c85ea1b93cd3e8e,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/linux/sync.c,src/lib/base/linux/sync.c,4aa3f7360f3323f69caf77fb2aad8c90897c3fbacca5566071045f2f4557093c,4aa3f7360f3323f69caf77fb2aad8c90897c3fbacca5566071045f2f4557093c,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/sync.c,src/lib/base/sync.c,7668a0b71ece435a10d49e09fca6ddfe48aa9da20589e2f6685a8ccb3d0fdce4,7668a0b71ece435a10d49e09fca6ddfe48aa9da20589e2f6685a8ccb3d0fdce4,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/sync.h,src/lib/base/sync.h,6bd490041eed0a423d9a0835bfe4b89847de0cf14ecfe73735a7cd715e54b4c8,6bd490041eed0a423d9a0835bfe4b89847de0cf14ecfe73735a7cd715e54b4c8,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/sync_interface.h,src/lib/base/sync_interface.h,229588a122ec643ef9e511df1f2c54f2876532c6c607333e8156028aa3342e83,229588a122ec643ef9e511df1f2c54f2876532c6c607333e8156028aa3342e83,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/win32/clock.c,src/lib/base/win32/clock.c,d402b0e74d41922102a08c4ef4b8ce9439dfb18681956a76db8726a10bc4613b,d402b0e74d41922102a08c4ef4b8ce9439dfb18681956a76db8726a10bc4613b,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/base/win32/sync.c,src/lib/base/win32/sync.c,da9c7497de92ef08610980d4f2d4d6a827070d0c26e601a5a560b7e4c8497d18,da9c7497de92ef08610980d4f2d4d6a827070d0c26e601a5a560b7e4c8497d18,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console-broker/console.c,src/lib/console-broker/console.c,eb8df3e86eb949e35444f0194e01a6a0bd9bd26360097eba647e1390b0a2a37c,eb8df3e86eb949e35444f0194e01a6a0bd9bd26360097eba647e1390b0a2a37c,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console-broker/console_backend.h,src/lib/console-broker/console_backend.h,920ec751c3f6edf0ea3efdbf35a34ca0f9975d779282ebd3ba9a57c24fc83b2b,920ec751c3f6edf0ea3efdbf35a34ca0f9975d779282ebd3ba9a57c24fc83b2b,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console-broker/console_interface.h,src/lib/console-broker/console_interface.h,285ab62d02280058e6d59814ddf22c603a98a4056279e4ae18805c9a00ddbdf3,285ab62d02280058e6d59814ddf22c603a98a4056279e4ae18805c9a00ddbdf3,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console-broker/linux/console.c,src/lib/console-broker/linux/console.c,5bf600361941900c6713d56cf4881662d0de1a023c044c7f8313ce02e2b5e3f4,5bf600361941900c6713d56cf4881662d0de1a023c044c7f8313ce02e2b5e3f4,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console-broker/win32/console.c,src/lib/console-broker/win32/console.c,d7439f90933ad2db17864da539d0e02cf5b93bd4c1f0af4a503c3f6eedbd9de6,d7439f90933ad2db17864da539d0e02cf5b93bd4c1f0af4a503c3f6eedbd9de6,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console/README.md,src/lib/console/README.md,886339e2b1b5408a54bf15c1d1e0fd235a5073938d345d1f1ce0d0a3dd767564,886339e2b1b5408a54bf15c1d1e0fd235a5073938d345d1f1ce0d0a3dd767564,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console/binding_interface.h,src/lib/console/binding_interface.h,5b4d4eb0909d21183a8e3e5d3d644a0be034292889a1bf33e0f2f6ea4bc7aee3,5b4d4eb0909d21183a8e3e5d3d644a0be034292889a1bf33e0f2f6ea4bc7aee3,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console/console.c,src/lib/console/console.c,0e44ea100f295f9393fe7cfac624e26eac1a0c02c723ba72bf0349d3b32edfe7,0e44ea100f295f9393fe7cfac624e26eac1a0c02c723ba72bf0349d3b32edfe7,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/console/console_interface.h,src/lib/console/console_interface.h,7b61c7704bae664db366d6e83afcb11d2a57de41f8a95da98495158532f52c8e,7b61c7704bae664db366d6e83afcb11d2a57de41f8a95da98495158532f52c8e,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/README.md,src/lib/kvm-base/README.md,557aef9a82149e7e436277743b3fb518e030ba284be617a0fc4ba1d35f4b1b49,557aef9a82149e7e436277743b3fb518e030ba284be617a0fc4ba1d35f4b1b49,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/component.c,src/lib/kvm-base/component.c,84a1147f66e8afa0f8f2ba65cd632886361e4c9d17a4bf79aac89ccce30aa4b1,84a1147f66e8afa0f8f2ba65cd632886361e4c9d17a4bf79aac89ccce30aa4b1,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/component_interface.h,src/lib/kvm-base/component_interface.h,fc49adcaac5e65ab8683a583ba19dd5a5456f35c129ba0ac59f053f80bd2e50a,fc49adcaac5e65ab8683a583ba19dd5a5456f35c129ba0ac59f053f80bd2e50a,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/event_interface.h,src/lib/kvm-base/event_interface.h,d91bd4fb01aaa882e175b4db0400f355a49af03d621f92721068271b8bdf5e13,d91bd4fb01aaa882e175b4db0400f355a49af03d621f92721068271b8bdf5e13,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/frame_interface.h,src/lib/kvm-base/frame_interface.h,385c6bacb721da5d2f6724ae2069156ca9523429a978b897a3d667ba38ad086e,385c6bacb721da5d2f6724ae2069156ca9523429a978b897a3d667ba38ad086e,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/hotkey.c,src/lib/kvm-base/hotkey.c,84711d63afd364e315a246cbd32f2d37283e1b52892ec8a09df9631aa25159cd,84711d63afd364e315a246cbd32f2d37283e1b52892ec8a09df9631aa25159cd,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/hotkey_interface.h,src/lib/kvm-base/hotkey_interface.h,47cacdc18e2ea9e439893f450137c533ac859bdc3a273603d8d4097a3297dc94,47cacdc18e2ea9e439893f450137c533ac859bdc3a273603d8d4097a3297dc94,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/input.c,src/lib/kvm-base/input.c,736fedc762bd755b732b3fb3687b455b120e0e34d7a8c8a076554d57645f5e8e,736fedc762bd755b732b3fb3687b455b120e0e34d7a8c8a076554d57645f5e8e,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/input.h,src/lib/kvm-base/input.h,4d58c97eb04eab393379fefa3091d0f77ca1edf24b4e1608c2edd1847143a29b,4d58c97eb04eab393379fefa3091d0f77ca1edf24b4e1608c2edd1847143a29b,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/input_interface.h,src/lib/kvm-base/input_interface.h,1250fd22825c2557b2f8a6b253bec0b34b5218568b124a9e14b866a3f8770fcc,1250fd22825c2557b2f8a6b253bec0b34b5218568b124a9e14b866a3f8770fcc,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/linux/input.c,src/lib/kvm-base/linux/input.c,8b6c5f1f9906a4cb48d87d2f2623e590c0a1e22f2937eb2d3316665b9b53c5a9,8b6c5f1f9906a4cb48d87d2f2623e590c0a1e22f2937eb2d3316665b9b53c5a9,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/linux/input.h,src/lib/kvm-base/linux/input.h,f39fc3764573208d86ebb6ee7afd32816b5d65b34da040eaeef5ed7dec48beed,f39fc3764573208d86ebb6ee7afd32816b5d65b34da040eaeef5ed7dec48beed,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/mailbox.c,src/lib/kvm-base/mailbox.c,e2e05e9d5a0a6fd0d5654d7feb53ed664034f072510fee3b703b160f474d3c2d,e2e05e9d5a0a6fd0d5654d7feb53ed664034f072510fee3b703b160f474d3c2d,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/mailbox_interface.h,src/lib/kvm-base/mailbox_interface.h,52accb5bbd7992629a5ff5356fa857d9925a43fe77026b016b16b529d89601e5,52accb5bbd7992629a5ff5356fa857d9925a43fe77026b016b16b529d89601e5,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/win32/input.c,src/lib/kvm-base/win32/input.c,f4bf5554f516bc19afaae295b5780e99ad805b83cebcf6954c05d8a05c122ac0,f4bf5554f516bc19afaae295b5780e99ad805b83cebcf6954c05d8a05c122ac0,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-base/worker_interface.h,src/lib/kvm-base/worker_interface.h,aeb20dc715bcb485aa348eaf8f9e5bd80614554efa0e8246a1c103f4a4efef09,aeb20dc715bcb485aa348eaf8f9e5bd80614554efa0e8246a1c103f4a4efef09,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-console/README.md,src/lib/kvm-console/README.md,bf5e2698f3ebffb79f716cc3a2e294833d613a50a5fc0614404ca55943ac7ec2,bf5e2698f3ebffb79f716cc3a2e294833d613a50a5fc0614404ca55943ac7ec2,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-console/console.c,src/lib/kvm-console/console.c,148ecd62a95f2fa16aff68e51dd9ac1efc6e387a6be7fba8c2617f951e394b0a,148ecd62a95f2fa16aff68e51dd9ac1efc6e387a6be7fba8c2617f951e394b0a,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-console/console.h,src/lib/kvm-console/console.h,0534f49a3c00ced31e7d24ccfeddcb43935e976a454d228b9e8d6c54f0acad13,0534f49a3c00ced31e7d24ccfeddcb43935e976a454d228b9e8d6c54f0acad13,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-console/console_interface.h,src/lib/kvm-console/console_interface.h,52b0b40a2b7945791c47f1c9a677db3ac651bb6c32ab720a0e66b0178f42118c,52b0b40a2b7945791c47f1c9a677db3ac651bb6c32ab720a0e66b0178f42118c,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-console/frame_interface.h,src/lib/kvm-console/frame_interface.h,4e604aea745125baabb06fdb01c8e77a87e169254702bbbb8a8694a1ca8f07a7,4e604aea745125baabb06fdb01c8e77a87e169254702bbbb8a8694a1ca8f07a7,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-console/linux/component.c,src/lib/kvm-console/linux/component.c,1be7c34895e8f98d7afeff46d8bd1cf8a0c0014288f6ac0f950f1c25f7aab746,1be7c34895e8f98d7afeff46d8bd1cf8a0c0014288f6ac0f950f1c25f7aab746,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-console/win32/component.c,src/lib/kvm-console/win32/component.c,50c15258f35c229e87285a6b2c4eb9e89eac89e4feead123f09a814688b9e3b7,50c15258f35c229e87285a6b2c4eb9e89eac89e4feead123f09a814688b9e3b7,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/README.md,src/lib/kvm-window/README.md,c8b8298b8f43ab8195b9f88c289663270db22b16e34c86e425e5643634393443,c8b8298b8f43ab8195b9f88c289663270db22b16e34c86e425e5643634393443,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/frame_interface.h,src/lib/kvm-window/frame_interface.h,65ae874282875de1fb2e36365d2f86d0b867bb8d08a2321d8f8c6a9527cc65d3,65ae874282875de1fb2e36365d2f86d0b867bb8d08a2321d8f8c6a9527cc65d3,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/geometry.c,src/lib/kvm-window/geometry.c,b7603b36e9db3a48e365616c228e2d19d01d5fc293e3709e8c2fffb303115ee4,b7603b36e9db3a48e365616c228e2d19d01d5fc293e3709e8c2fffb303115ee4,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/geometry.h,src/lib/kvm-window/geometry.h,14a091c29d5b61f634ddba1fb7ae5fc76bbcd4357f0e05b3d3e15ecd3264158b,14a091c29d5b61f634ddba1fb7ae5fc76bbcd4357f0e05b3d3e15ecd3264158b,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/linux/component.c,src/lib/kvm-window/linux/component.c,bd11bbd70d2d95c152d9bca9112eef1369826b7d481deb158e905939c0e0eb0d,bd11bbd70d2d95c152d9bca9112eef1369826b7d481deb158e905939c0e0eb0d,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/motion.c,src/lib/kvm-window/motion.c,7d7f042e2a02803691a55846f77d933e261c670c3339aa1d121c6d1b55424144,7d7f042e2a02803691a55846f77d933e261c670c3339aa1d121c6d1b55424144,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/motion.h,src/lib/kvm-window/motion.h,5111d2e626aaa792226fdc1f48c2eee98aec1b00e9bde16beedbe64857111a5e,5111d2e626aaa792226fdc1f48c2eee98aec1b00e9bde16beedbe64857111a5e,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/render.c,src/lib/kvm-window/render.c,94fb09a9ab4c28d82cc8af4eaf8bc1e378dd27fc85b704d7ec01addb9ebace1a,94fb09a9ab4c28d82cc8af4eaf8bc1e378dd27fc85b704d7ec01addb9ebace1a,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/render.h,src/lib/kvm-window/render.h,c06a11bdba7019fcbcf94cb6c2f9803cb6ddb6d51a2abea2849fc0916544855f,c06a11bdba7019fcbcf94cb6c2f9803cb6ddb6d51a2abea2849fc0916544855f,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/win32/component.c,src/lib/kvm-window/win32/component.c,ce3c4dfb0737b36848c81cc2ed0674761aa0a0dd20febaaaa2efe53302e38a77,ce3c4dfb0737b36848c81cc2ed0674761aa0a0dd20febaaaa2efe53302e38a77,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/win32/geometry.c,src/lib/kvm-window/win32/geometry.c,9bf691d8dd6ac8cd82fe0706b3b89b02e3f70ae322f9eaf3997a1c1c36793e2a,9bf691d8dd6ac8cd82fe0706b3b89b02e3f70ae322f9eaf3997a1c1c36793e2a,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/win32/geometry.h,src/lib/kvm-window/win32/geometry.h,82741e1aa27686458dcda4a88d5f241b7deee0081c79b292bb7200334f2e652b,82741e1aa27686458dcda4a88d5f241b7deee0081c79b292bb7200334f2e652b,MIT,owner grant 2026-09-19,unchanged
0fb40f482f5aa81464e46e360d0b3f26853ba0ae,src/lib/kvm-window/win32/input.c,src/lib/kvm-window/win32/input.c,43f71c7b2b8a1d6dc1f599a89afa81d060bc2dec43a2e67cf6ea410fd15cbbdf,43f71c7b2b8a1d6dc1f599a89afa81d060bc2dec43a2e67cf6ea410fd15cbbdf,MIT,owner grant 2026-09-19,unchanged
